,,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Year,,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Germany,Wheat,1178129.5,1171261.5,1202902.0,1150356.5,1216360.0,1186919.0,1177023.0,1193639.0,1211097.5,1177626.0,1110537.5,1230647.0,1220095.5,1212917.5,1228880.5,1238360.0,1285482.0,1305270.0,1246172.0,1260522.0,1329141.0,1230241.5,1251297.0,1323837.5,1333675.0,1396272.5,1437245.0,1338266.5,1520883.0,1488014.5,1541838.0,1514358.0,1596683.5,1624225.5,1593353.5,1530843.0,1647179.0,1652063.5,1684909.5,1659169.5,1565006.0,1604089.5
Ghana,"Tobacco, unmanufactured",4722.0,5679.0,6125.5,5327.5,4794.0,5200.0,4635.5,5250.0,5250.0,3000.0,3543.0,4321.5,5000.0,5446.0,4500.0,4500.0,4500.0,4500.0,3912.5,3407.0,4319.0,4214.5,4724.5,4435.5,4511.0,4662.0,4973.5,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,5022.5,5061.0,5223.0,4964.5,4776.0,4882.0,4945.0,5008.5,5072.5
Greece,"Tobacco, unmanufactured",47143.0,47296.0,47019.0,54641.0,63392.0,58605.0,57323.5,54617.5,51223.0,52210.0,53771.5,51994.0,53894.5,56237.5,56799.0,55459.5,52871.0,49916.5,48008.0,50755.5,56925.5,49463.0,45595.5,45233.5,45016.0,44422.5,44190.0,43587.0,41863.5,42348.5,40927.0,40495.5,39941.0,38620.5,19689.5,17157.0,16457.5,16367.0,17355.5,18027.0,18642.5,20185.5
Greece,Watermelons,127052.0,134085.5,107417.0,176624.5,158859.0,150570.5,168974.0,165004.5,168304.5,173291.5,162744.0,169853.5,178969.5,176634.0,180319.0,183895.5,159400.0,157776.5,171900.5,242106.5,197207.5,186327.5,194288.5,189387.0,188939.5,194992.0,195220.0,202130.5,200748.5,203292.5,204966.5,208056.0,211284.0,210295.5,199364.5,202436.5,199194.5,195988.5,199525.5,199661.5,198011.5,195137.0
Greece,Wheat,452488.5,432452.5,469752.0,473959.5,478260.5,478906.5,510506.5,507400.5,520674.0,545778.0,542389.0,502462.5,446856.5,451732.0,467155.5,458485.5,460576.0,472931.5,511166.0,522591.5,482657.5,464341.0,462721.0,452574.5,444022.0,442638.0,435249.0,425281.5,442218.0,450202.0,446716.5,433911.0,434909.5,431533.5,400380.0,375572.0,387431.0,403624.5,381763.5,357413.0,357770.5,343630.0
Grenada,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61256.0,60674.0,59341.0,60536.0,60842.5,60402.5,60377.0,60434.0,60439.5
Guadeloupe,"Tobacco, unmanufactured",3760.0,6262.0,5728.5,5590.0,5412.5,5412.5,5212.5,5629.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,Watermelons,50025.0,50020.0,50020.0,50025.0,50030.0,46696.5,18790.0,18790.0,21050.0,50732.0,50732.0,74025.0,155848.5,154874.5,130017.5,153732.0,233348.5,82755.0,91025.0,87813.5,79020.0,93025.0,94573.0,93225.0,94573.0,89433.0,88603.0,87737.0,86832.5,85880.5,84887.0,84085.0,81173.5,79663.5,78105.5,76499.5,74848.0,73156.5,71430.0,69674.5,50050.0,66775.5
Guatemala,"Tobacco, unmanufactured",9219.5,9858.5,10474.0,10435.0,10408.0,11308.0,12512.0,12845.0,11832.5,9461.5,11957.5,10975.5,11356.5,10091.5,9025.5,11088.5,13712.5,15456.5,10581.5,11155.0,14201.5,15797.5,13540.5,10633.5,14796.5,15284.5,15954.5,14884.5,15310.5,14994.0,15237.5,15025.5,14358.0,14677.5,14626.0,13915.5,15725.0,17796.0,16914.0,16724.5,16278.0,16607.5
Guatemala,Watermelons,,,,,,,,,125077.5,127436.0,129963.0,132591.5,135109.5,127928.0,127112.5,127153.5,127995.5,132159.5,132433.5,132159.5,132981.0,132008.5,130588.0,133703.5,132743.0,133738.5,133987.5,133406.5,134836.0,103448.0,105750.5,133210.0,117062.0,113832.0,114790.5,139993.5,138170.0,254264.5,195840.5,180484.0,195169.0,170330.0
Guatemala,Wheat,23903.0,22401.5,27602.5,25179.0,24859.0,28622.5,31888.5,25917.5,27194.0,24528.0,23011.5,27078.0,30184.0,24289.5,23188.0,21353.0,22478.0,21056.5,18006.5,15697.0,15670.0,16052.0,16696.5,16688.5,16145.0,15839.0,13570.5,11916.5,12742.0,15867.5,10272.0,10823.5,11140.5,11343.0,11705.5,11534.0,12391.0,11415.0,10636.5,10604.0,11188.0,10504.5
Guinea,"Tobacco, unmanufactured",4802.5,4802.5,4862.5,4916.0,4916.0,4967.5,4967.5,5018.0,5066.5,5066.5,5160.5,5250.0,5300.0,5350.0,5500.0,5500.0,5500.0,5500.0,6083.5,4838.0,4889.5,4944.5,5003.0,5063.5,5126.5,5191.5,5259.0,5328.0,5399.0,5471.5,5545.5,5620.5,5707.5,5711.5,5176.5,5574.0,6111.0,6296.5,6522.0,6646.0,6875.0,6820.0
Guyana,"Tobacco, unmanufactured",5664.0,5629.0,5634.0,5443.0,7016.0,4735.5,4784.5,4784.5,5050.0,5050.0,5050.0,5935.0,6201.0,6950.0,6300.0,5050.0,5050.0,5050.0,5050.0,4820.0,4779.5,4740.0,4702.5,4667.0,4634.5,4550.0,4550.0,4550.0,4530.0,4507.5,4483.5,4459.0,4432.0,4403.0,4374.0,4344.5,4315.0,4284.5,4254.5,4223.5,4060.0,4161.0
Guyana,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,,46160.5,50005.0,39982.0,47146.5,45482.0,47883.5,42741.5,44129.5,46498.5,47883.5,52743.0,59967.5,46125.0,200046.5,50732.0,46705.0,47745.5
Haiti,"Tobacco, unmanufactured",5705.0,5857.0,5700.5,5501.5,6080.0,5717.0,4215.5,3825.0,4469.5,3925.5,5006.0,5913.5,6351.5,6351.5,6351.5,6742.5,6742.5,6742.5,6751.5,6750.0,6751.5,6754.0,6757.5,6668.5,6733.5,7075.0,6850.0,6846.0,7075.0,6450.0,6623.0,6647.5,6757.5,6800.5,6843.0,6905.0,5448.5,6035.0,6533.0,6537.0,6525.0,6513.5
Honduras,"Tobacco, unmanufactured",8316.0,10445.5,8890.5,8812.0,9164.5,8889.0,8311.5,8651.5,8604.0,8648.5,8688.0,8679.5,7355.5,7265.5,6899.5,6510.0,6034.0,6927.5,7209.5,7077.0,7628.0,8961.5,10540.5,8325.0,6702.5,6844.5,7404.0,7300.5,7852.0,7980.0,9160.5,9267.0,9373.0,9478.0,9578.5,9586.5,9441.0,9468.0,9658.5,9792.5,9928.0,10065.0
Honduras,Watermelons,23932.0,25802.5,35876.0,37687.0,39623.0,41647.0,43784.0,46307.0,36861.5,60073.0,60016.5,20534.5,49503.5,48786.5,50330.0,50500.0,74542.5,83500.0,90800.0,97900.0,108528.0,128218.5,129383.5,130750.0,130750.0,122675.0,114186.5,97194.0,94735.5,84083.5,84025.0,86562.0,87625.0,80507.5,81579.5,144880.5,146349.0,142791.0,165669.0,152811.5,167132.5,171455.0
Honduras,Wheat,4775.0,4775.0,4466.5,4466.5,4466.5,4466.5,5500.0,4339.0,4339.0,3732.0,3732.0,3504.5,3504.5,3500.0,3500.0,3504.5,3433.5,3516.5,3534.5,3583.0,3638.0,3633.5,3735.5,3730.0,3775.5,4083.5,3500.0,3375.0,3628.5,3651.0,3652.0,3500.0,3638.0,3663.5,3690.5,3716.5,3742.5,3855.0,3788.5,3789.5,3813.5,3828.5
Hungary,"Tobacco, unmanufactured",13347.5,14261.5,13376.5,13165.5,13993.5,15547.5,14955.0,15890.0,12344.5,15280.5,15718.5,14398.0,14326.0,14529.0,14670.0,14336.0,13146.0,12105.0,12167.5,13279.5,11523.0,10699.5,11529.0,11502.5,11442.0,11880.5,12971.5,13779.5,11977.0,11060.5,13043.5,13441.0,12438.5,11963.5,10696.5,8425.0,11162.5,8602.0,10350.0,11762.0,11071.5,11320.5
Hungary,Watermelons,70954.5,69816.5,64822.5,81154.5,56388.5,84593.0,68530.5,101574.5,74519.5,91969.0,94537.5,88741.5,66176.5,80116.0,82557.0,54980.0,50792.0,41431.0,60187.5,85919.5,65235.5,62283.0,55138.5,69140.5,77803.0,71102.5,86874.0,89673.0,88742.0,82654.5,91809.0,107590.5,111224.0,110419.0,127645.0,107621.0,146489.0,162772.5,124526.0,161925.5,153295.0,166795.0
Hungary,Wheat,674045.0,664415.5,681184.5,641454.5,682065.0,675892.5,683570.5,584008.5,661620.5,595377.0,676767.5,699549.5,707447.5,703112.5,685811.0,672415.5,667793.5,647438.0,635794.5,604750.0,444565.0,508098.5,552391.0,574822.0,613060.0,644861.0,612465.0,385024.0,530237.0,624357.5,572841.5,570081.5,612487.0,587859.5,557727.0,573572.0,587826.5,592501.0,524110.0,509997.0,553752.5,568433.0
India,"Tobacco, unmanufactured",233720.0,226633.0,235756.5,195070.0,188850.0,221042.5,257093.0,210193.5,217854.0,231074.5,227759.5,257135.0,225450.5,223864.5,204056.5,200532.5,164776.5,195036.0,213226.5,212166.0,220343.0,216376.5,199714.0,197937.0,203792.0,221219.5,238961.0,261294.5,222699.0,136538.5,182857.0,172424.0,192287.0,190741.0,193806.0,192027.0,182000.0,203316.0,229905.5,253469.5,238913.0,231517.0
India,Watermelons,62526.0,63000.0,62943.0,62393.0,63761.0,63248.0,63682.0,63576.0,64333.5,64667.5,65346.0,66009.5,65928.5,66590.5,69935.0,70166.5,70653.0,70589.0,70500.0,71670.0,71953.5,71886.5,72388.0,73206.0,73679.0,75289.5,74807.0,75062.5,73750.0,75813.5,76431.5,77065.5,77683.0,78748.0,79478.5,80214.0,80951.5,81685.0,82412.0,83130.0,84425.5,84425.5
India,Wheat,9576347.5,9738154.0,9297363.5,9011844.0,10233955.5,10467685.0,10735247.0,11328441.5,11093026.0,11147549.5,11080656.5,11792783.0,12345216.0,11791798.5,11508934.0,11575181.0,11541361.5,12065774.0,11761557.5,12094959.0,11642922.0,12306083.5,12585548.0,12862795.0,12517914.0,12956944.5,13360476.0,13774600.5,13756892.5,12878840.5,13186160.5,12610900.0,13310916.0,13204458.0,13254894.0,14010789.5,14033311.0,13890735.5,14242897.5,14549243.0,14945887.5,14840769.0
Indonesia,"Tobacco, unmanufactured",91360.5,90038.5,89753.0,101736.5,101564.5,96428.0,90127.0,107119.5,73639.0,104700.0,107555.5,103366.5,81745.5,146849.0,101966.5,108381.0,96835.0,94100.0,121249.0,110684.0,86769.5,87579.5,94716.0,111316.5,114481.0,112749.5,90990.5,87760.5,90220.5,134799.5,131791.0,132372.0,104594.0,102977.5,90363.0,103189.0,102586.5,106541.5,111287.0,119089.5,139974.5,139915.0
Indonesia,Watermelons,,,,,,,,,,,,,,,,,,,55000.0,52852.5,56000.0,55235.0,56500.0,57693.0,58940.5,57500.0,57272.0,65303.5,55019.5,61652.5,64980.5,86789.0,85763.0,73958.0,77565.5,70419.5,81025.0,86417.0,77150.0,91121.0,94589.0,87609.0
Iran (Islamic Republic of),"Tobacco, unmanufactured",16340.0,12538.0,11865.0,12365.5,14088.0,12279.5,11833.5,14382.5,16717.5,17625.0,16682.0,15263.0,15500.0,17669.5,17408.0,16680.0,14383.0,12570.5,14207.0,14728.5,15398.0,14544.5,10050.0,11904.0,13750.0,16161.0,16065.0,16383.5,15171.5,14870.5,16774.0,14909.5,11194.0,14936.5,12455.0,11124.0,13128.0,9517.5,12171.0,13977.5,14566.5,14818.5
Iran (Islamic Republic of),Watermelons,94895.5,101666.5,107307.5,112857.0,117327.5,122500.0,127672.5,125000.0,133125.0,140076.0,146108.0,161298.5,169754.5,183671.0,193292.0,190307.5,131849.5,131096.5,165220.0,111955.0,132950.5,131858.5,115549.0,118248.0,144949.5,152551.0,161310.0,157538.5,140849.0,145605.0,160335.5,166274.0,170799.0,189702.0,179884.5,186832.0,171653.0,182961.5,188370.5,191132.5,188972.0,202033.0
Iran (Islamic Republic of),Wheat,2738656.0,2849042.0,2949988.5,3001094.5,2884902.0,2730416.0,2726200.5,2681478.0,2981762.5,3138951.0,3101266.5,3026029.5,2873605.0,3102619.0,3158003.5,3301299.5,3281825.0,3133248.5,3145383.5,3103429.0,3327453.5,3411512.0,3398897.0,3292268.0,3171881.0,3157471.0,3099544.0,2378684.0,2558286.5,2785082.5,3130398.5,3215187.5,3313688.0,3485652.5,3450118.0,3622154.0,2629671.5,3332781.5,3320161.0,3195305.5,3276244.0,3207265.0
Iraq,"Tobacco, unmanufactured",10018.0,10355.0,11692.5,7253.5,8201.0,9150.0,10552.0,9695.5,9849.0,10958.5,11172.5,12181.0,11861.0,13401.5,11342.5,9562.5,6080.0,6627.0,6855.0,5186.5,6585.0,6707.0,6476.0,6408.5,6476.0,6585.0,6512.5,5991.5,5887.5,7589.0,7441.5,7947.0,7947.0,5887.5,5887.5,5887.5,5887.5,5887.5,6010.5,6049.0,5907.0,5831.5
Iraq,Watermelons,77315.5,72342.0,69793.0,72200.5,81545.5,86109.0,89121.0,79978.0,75766.0,79375.5,87859.0,86725.5,86370.5,97417.5,84182.5,91449.0,83194.0,95714.5,86904.5,77870.5,80842.0,82320.5,80662.0,80538.0,79508.5,74158.5,75166.5,90826.5,88112.0,82632.0,85196.5,79581.0,84405.0,88273.0,92000.0,88130.0,80920.0,68494.0,83319.0,80867.5,79935.0,74638.0
Iraq,Wheat,961871.5,582139.5,820761.5,706828.0,753993.5,432856.0,750866.5,542077.0,690538.0,600032.0,588355.0,599192.0,251129.0,774675.0,624177.5,433691.5,525025.0,297612.0,595352.0,920415.5,841499.5,1009448.5,906715.5,771526.0,754333.5,706283.0,704035.5,653077.0,601600.0,613702.5,832226.5,863670.0,775824.0,1279244.0,763641.5,791965.5,465612.0,462672.5,701587.5,728083.0,645286.0,917181.5
Ireland,Wheat,53879.5,48810.5,49994.0,44160.5,45039.5,50026.5,50307.0,50218.5,52160.5,53656.0,63576.5,62296.5,77589.0,70740.0,65908.0,63775.0,68122.5,68159.0,77703.5,82173.0,84704.0,73628.0,75646.5,76580.5,87832.5,85555.0,82055.0,77882.5,86269.0,87750.5,93570.0,89339.0,100970.5,89758.5,89521.5,84463.0,100192.0,83084.5,81907.5,96420.5,85117.5,75291.5
Israel,"Tobacco, unmanufactured",3803.5,3850.0,3050.0,3535.0,4766.0,3708.5,4012.0,3576.5,3281.0,3307.0,3062.5,3382.0,4940.5,4150.0,4635.5,4671.0,3700.0,4137.5,3710.0,1848.5,1555.0,0.0,0.0,0.0,1487.5,1486.5,1486.0,1485.5,1484.5,1484.0,1484.0,1483.5,1485.5,1489.5,0.0,1498.0,1505.5,1510.5,1514.0,1517.5,1521.5,1525.0
Israel,Watermelons,69664.5,76588.5,68803.0,70909.5,79648.0,83666.0,69970.0,76714.5,74149.0,82259.5,69468.5,66261.5,79470.5,82312.5,85394.0,87292.5,84534.5,70358.0,55098.5,46494.0,51395.5,47627.0,86781.0,115649.0,101798.5,110315.0,108981.5,136841.0,134187.5,135119.0,125601.5,122172.5,152778.0,63301.0,64169.5,63847.5,63940.0,60621.5,61349.5,60216.5,59734.5,61272.5
Israel,Wheat,68204.5,62307.0,68087.5,63887.5,63604.5,62529.0,53074.5,50572.0,61782.5,62292.5,52999.0,67629.0,50711.0,48896.0,54480.0,63150.5,56047.0,56886.0,61472.0,52863.0,58389.0,53506.5,45808.5,55025.5,51909.0,48292.5,51911.5,34055.5,39402.0,50365.5,52466.0,49061.0,46196.5,54529.0,50176.5,52200.5,38778.5,42523.0,40833.5,42011.5,50385.5,45924.5
Italy,"Tobacco, unmanufactured",32600.5,34344.5,34033.5,38298.0,40457.0,38728.5,38491.0,41382.0,40785.0,41125.5,43517.5,46637.5,51562.5,50768.5,48735.0,49191.5,56730.5,57949.5,56101.5,53717.0,44137.5,41904.0,38197.5,37378.5,37576.5,37637.5,37693.0,35816.5,36143.5,36213.5,35075.5,35377.5,34339.0,34057.5,31250.0,33187.5,30784.5,31447.5,29925.0,26847.5,24512.0,23537.0
Italy,Watermelons,163135.5,167852.0,159174.0,170296.0,174414.0,167094.0,162371.5,159366.0,168283.5,170041.0,168817.5,181227.5,180465.0,183586.0,178060.0,180482.5,169389.5,166166.5,176926.5,175520.0,167903.5,191251.0,173936.5,171894.5,173528.0,178153.0,179653.0,175480.5,178694.0,189142.5,183941.0,185943.0,201150.5,190096.0,198294.0,201922.5,201471.0,211343.0,195606.5,181784.5,214537.0,205920.0
Italy,Wheat,1914165.0,1807371.5,1869048.5,1785623.0,1784847.0,1409373.0,1749235.0,1739156.5,1717482.5,1642905.5,1676828.5,1679574.0,1652298.0,1530944.0,1582344.0,1558625.5,1451783.0,1484363.0,1401001.0,1359054.0,1276456.5,1167380.5,1203093.0,1257066.5,1220581.0,1197342.0,1181884.0,1209850.0,1177486.5,1158692.5,1223391.0,1147121.0,1195335.0,1079624.0,981473.0,1067287.0,1163769.0,929107.0,933948.0,885457.5,947465.0,970299.0
Jamaica,"Tobacco, unmanufactured",6170.0,6150.0,6808.0,6930.0,7212.5,5937.0,6720.0,8193.5,7144.5,8201.5,8821.5,7903.5,11380.0,6886.0,10540.5,10540.5,10540.5,10540.5,10540.5,10540.5,10540.5,10547.5,10024.0,9345.5,8709.0,8247.0,8247.0,8247.0,8427.5,8466.0,8509.5,8642.5,8727.5,8830.0,8896.5,8933.5,9383.5,9673.0,9960.5,10231.0,10646.5,10712.5
Jamaica,Watermelons,50911.0,55979.0,55140.5,47700.5,65054.5,85246.0,49204.0,69703.0,73322.0,82622.0,73089.5,74080.0,87193.0,131382.5,119917.5,97376.0,72089.0,72828.0,81906.5,79145.0,92930.0,98041.0,103765.0,113244.0,113236.5,112900.0,112429.5,100006.0,84760.0,88333.5,80450.5,100030.0,94465.5,92199.0,92818.5,74417.5,75899.0,80240.0,73307.0,95565.5,88950.5,88196.5
Japan,"Tobacco, unmanufactured",42866.0,42932.5,41483.0,43490.0,45596.0,45676.5,45322.0,43453.5,42028.5,41169.5,39881.5,39557.5,39387.5,36055.0,36020.5,33490.5,30725.0,27452.0,28416.5,26545.0,26727.0,24770.0,26820.5,26532.0,25693.5,26178.5,25298.0,25451.0,24667.5,24648.5,24152.0,22508.0,22993.5,21801.5,19439.0,19528.0,19858.5,19482.5,17266.5,15577.0,15444.5,15650.0
Japan,Watermelons,161595.5,174897.5,164030.0,179288.0,174324.5,186258.0,186003.5,180154.0,164333.5,171275.0,171853.5,168124.5,177980.5,168579.0,175189.5,182024.5,174619.0,176169.0,178583.5,166525.0,182826.0,163601.0,178437.0,171816.0,175126.0,175250.0,174814.5,177014.0,180225.0,181977.5,173642.0,169933.5,170295.5,174685.0,167538.5,173601.5,169564.5,167165.5,163628.0,164691.0,169499.5,167000.0
Japan,Wheat,69334.5,50954.5,55391.5,58232.0,57030.5,56744.0,72370.5,92664.5,110798.5,125288.0,130182.0,129855.0,131916.0,135679.5,140585.0,151479.5,159103.0,159245.0,148470.0,135248.5,124935.5,109169.5,94541.0,90309.5,94332.0,96943.5,98655.5,101672.0,110303.5,116223.0,123455.0,126267.5,126533.0,127235.0,128325.5,126550.0,125501.5,120333.5,117256.0,123393.0,125102.0,124408.0
Jordan,"Tobacco, unmanufactured",4296.0,3341.0,4329.5,3373.5,2882.5,2958.0,3757.0,3785.0,5804.0,6249.0,6100.0,7779.5,5207.5,5842.0,4415.0,6376.0,6921.0,6310.5,5939.5,4557.5,6897.0,7052.0,4005.5,7905.5,3334.5,5964.5,5382.0,2423.5,5881.0,3701.5,8681.5,11115.5,9127.0,7650.5,6606.0,5003.5,3490.0,0.0,4650.0,29449.0,3642.0,5001.5
Jordan,Watermelons,38740.0,26736.5,28728.0,46288.0,30803.0,34652.0,36088.5,25280.0,44581.0,34491.5,34118.5,44525.0,33569.0,87404.5,150522.5,144986.0,137209.5,187282.5,157153.0,163722.5,282068.5,190301.5,202536.0,130282.0,211265.0,226669.5,198252.5,192088.5,164903.5,110201.0,219661.5,184808.0,326860.0,306005.0,218258.5,244204.0,228576.0,209559.5,206302.5,228083.5,186887.0,159016.5
Jordan,Wheat,116559.5,58919.5,128063.0,61376.0,70906.5,65696.5,69266.0,50310.5,71604.5,52127.5,53544.5,59884.0,35986.0,50507.5,26609.0,44979.5,40586.5,32082.5,35883.5,31732.5,33016.5,26385.0,22741.0,27484.5,21701.5,24469.0,20655.5,13360.0,16087.5,13897.0,23056.0,22030.5,11500.5,20511.5,17718.5,15437.0,9373.0,11870.0,15886.5,14074.0,13945.0,17359.0
Kazakhstan,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,8415.5,8519.0,6684.5,5423.5,6416.5,9271.5,11079.5,10733.5,13528.5,13201.5,14396.0,14443.0,13922.0,14050.0,13738.0,13705.0,12790.5,12462.5,10831.5,11847.0,11542.5,11882.0
Kazakhstan,Watermelons,,,,,,,,,,,,,,,,,,,,,59795.0,51130.5,43811.5,45812.5,46270.0,45789.0,58481.5,67631.5,64468.0,69280.5,154025.0,76052.5,80831.0,80393.0,86180.5,80833.0,104517.0,101975.0,112293.5,114020.0,124504.5,129618.5
Kazakhstan,Wheat,,,,,,,,,,,,,,,,,,,,,6868112.0,6315589.0,6046745.0,5648324.0,5620367.5,5303724.5,4566050.0,4374584.0,5029564.0,5388951.5,5833697.5,5632975.0,5896816.0,5911340.0,5936274.0,6347991.5,6458007.5,7145870.5,6572668.0,6851518.5,6209432.0,6482147.0
Kenya,"Tobacco, unmanufactured",1920.0,1620.0,1568.5,2374.5,3617.0,5288.0,5500.0,6333.0,5672.0,6799.0,8108.5,8903.5,11055.0,8037.5,8042.0,10750.0,12000.0,15237.5,12028.0,11841.0,11092.0,11333.5,9468.0,11772.5,12831.5,14816.0,10925.0,13000.0,13422.0,13974.0,14166.5,14009.5,14916.5,16007.0,13317.0,10857.5,10339.5,11517.5,13159.0,13433.5,11312.5,10652.5
Kenya,Watermelons,,,,,,,,,,,,,,,,,,,,,45387.5,45422.5,44783.0,47776.0,49433.0,51049.5,61199.5,60255.0,56358.0,61594.5,67146.5,45568.5,70889.0,113419.0,100821.0,84739.0,84838.5,96390.0,123046.0,103027.0,114831.0,104421.5
Kenya,Wheat,64107.5,56814.0,60706.5,59599.0,68217.5,67423.5,66858.0,67357.5,60783.5,60680.5,69816.5,70541.5,59385.0,75782.0,78669.0,86217.5,83035.0,84629.5,83623.0,80778.0,86389.5,84017.5,78082.0,84744.5,88369.0,86173.0,80926.5,72313.0,73663.0,74549.5,83005.5,88095.0,88826.5,91304.0,86181.5,67558.0,78059.0,74129.5,96017.0,75962.0,89211.5,95251.0
Kuwait,Watermelons,,,,,55000.5,42501.0,47002.5,41669.5,46010.0,45016.0,42874.5,44547.5,40144.0,50891.5,49672.5,51913.5,51619.0,60023.0,61446.0,60005.0,68752.0,56887.0,166570.5,163049.5,164348.5,166201.0,112007.5,116510.0,114096.5,117506.0,110839.5,110005.5,119379.0,114746.5,114310.0,113807.5,116124.5,114021.5,114459.5,173412.5,172928.5,213167.5
Kuwait,Wheat,,,,,,,,,,,,,,1260.0,1677.0,2160.5,14379.0,15812.5,15633.0,15000.5,15000.5,15663.5,15364.0,16823.5,17501.0,15791.5,11996.5,12055.5,12004.5,12017.0,12109.0,12055.0,12015.0,24062.5,23665.0,12050.0,11791.0,11684.5,11773.5,20674.0,20728.5,20560.0
Kyrgyzstan,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,20784.5,22046.0,19079.5,14603.0,14717.0,16581.0,17452.5,18329.5,19197.0,17277.5,13208.0,13869.5,14850.5,14949.0,14769.0,15260.5,15172.5,14827.0,14265.0,14138.0,12604.0,12033.5
Kyrgyzstan,Watermelons,,,,,,,,,,,,,,,,,,,,,61105.0,62750.0,37646.0,34332.0,43936.0,62018.5,63365.0,77136.0,84006.5,83543.0,93884.0,97994.0,98952.5,97349.5,99235.0,103369.0,105171.5,108622.0,111235.5,111435.0,113354.5,115636.0
Kyrgyzstan,Wheat,,,,,,,,,,,,,,,,,,,,,137867.5,181427.5,175682.5,190537.5,236426.5,286387.0,267039.0,252838.5,233554.0,251676.5,264058.5,226150.5,217198.0,223179.0,213472.0,187342.0,202001.0,214143.5,198456.0,197206.0,169715.0,185032.0
Lao People's Democratic Republic,"Tobacco, unmanufactured",21003.0,22197.5,27484.5,21267.5,23047.0,24472.5,19498.5,34671.0,20250.0,20073.0,23336.5,22580.5,19609.5,14715.5,14700.0,16202.0,16128.5,16470.0,20461.5,19862.0,19825.5,29477.5,27497.5,21682.5,21643.0,22416.5,22743.0,29330.5,33145.5,32254.5,27845.0,29327.5,31706.0,28892.5,24738.0,25441.5,30906.0,26306.5,31107.5,31601.5,57652.5,50112.0
Lao People's Democratic Republic,Watermelons,,,,,,,,,,,,,,,,,,,67437.5,65946.5,66548.5,67129.0,67997.0,68212.0,68713.5,67386.5,69905.0,70478.5,66816.5,67504.0,86787.0,95226.5,62497.5,66275.5,69907.5,89519.0,82454.5,93279.0,90723.5,88107.5,85009.0,98676.0
Latvia,Wheat,,,,,,,,,,,,,,,,,,,,,77224.0,94553.0,57839.0,65917.5,86580.5,89104.5,88216.5,85051.5,92567.0,96940.0,93672.0,97857.0,99661.5,111749.5,121457.5,130272.0,147583.0,160988.0,167024.5,168756.5,198047.5,204078.5
Lebanon,"Tobacco, unmanufactured",10004.5,10250.0,9888.0,6583.0,7771.5,6532.5,6548.0,7166.5,7500.0,7943.5,7801.5,7794.5,8166.5,6847.0,7333.5,7687.5,7480.0,6576.0,6351.5,5676.5,6278.0,9435.5,10246.0,9955.0,11194.0,10867.5,10650.0,11196.5,10551.5,11580.0,9911.5,10002.0,10552.5,9500.0,9297.0,9779.5,10611.0,9945.5,10044.5,10052.0,9870.0,9790.5
Lebanon,Watermelons,63874.5,47915.0,57652.0,76000.0,76000.0,76000.0,76000.0,76000.0,76000.0,81000.0,93350.0,94967.5,94550.0,89789.0,90423.5,90718.5,106000.0,109845.5,117250.0,126717.5,126663.5,126400.0,131500.0,134412.5,133280.0,204406.0,191600.0,166750.0,140049.5,144458.0,126720.5,179173.5,181022.0,176050.0,160800.0,175936.5,176050.0,164799.5,167794.0,173912.0,171663.5,172348.5
Lebanon,Wheat,31557.0,30562.5,33267.5,32250.0,23905.5,28055.5,27500.0,26944.5,14166.5,14970.5,15389.0,14555.5,13500.0,15117.5,17500.0,22370.0,22872.5,23875.0,23047.0,24287.5,24903.5,23458.5,22962.5,24497.5,24160.5,26084.5,29833.5,28807.0,33512.5,37797.5,35428.0,35598.5,37982.0,39265.0,40949.0,37404.0,39349.0,33895.0,28827.5,35897.5,39626.0,37777.5
Lesotho,Wheat,54324.0,39900.0,42017.0,31671.5,31931.0,28202.0,28100.0,22416.0,19345.0,14228.5,14973.5,17055.0,17658.0,20676.0,12407.0,17161.0,18168.5,25227.0,24484.5,18446.0,11198.0,9209.0,16335.5,11680.5,18147.0,18495.5,17412.0,14134.0,15145.5,22627.5,21885.5,21485.5,15868.0,13153.0,12674.0,6740.5,8910.0,12419.0,14193.0,15050.5,10405.5,11629.0
